CaseMasterID,hour,severity,facts_length,latitude,longitude
776,21,2,373,12.89019,74.81053
777,11,5,341,15.83548,74.55603
778,19,2,359,15.7859,74.52185
779,8,2,391,13.00573,77.60946
780,21,3,409,15.79945,74.43973
781,10,2,348,15.89378,74.44129
782,18,5,345,15.90333,74.55509
783,10,4,358,12.89686,74.91117
784,16,3,401,12.9267,77.51519
785,18,5,365,12.90841,74.83285
786,19,4,358,12.93809,77.5457
787,0,4,357,15.79827,74.42114
788,23,4,332,12.81742,74.88431
789,10,4,376,12.30101,76.6705
790,4,1,312,12.31651,76.60421
791,4,1,326,15.79649,74.4798
792,0,4,328,15.84703,74.57062
793,23,3,413,12.35391,76.62274
794,5,1,340,15.79119,74.43114
795,3,3,379,15.35951,75.10943
796,4,4,359,12.80214,74.94424
797,4,1,341,12.90302,77.52073
798,23,4,337,15.92944,74.53808
799,21,5,357,15.92194,74.55617
800,23,5,383,15.8447,74.548
801,2,3,384,12.2878,76.64875
802,16,3,407,12.82608,74.86812
803,8,4,365,12.91619,77.66702
804,12,3,386,12.23318,76.65052
805,19,4,345,15.77483,74.52794
806,3,3,390,12.90079,77.59757
807,2,3,380,15.84622,74.4287
808,17,2,349,15.91996,74.5117
809,4,5,376,12.95548,77.64381
810,18,1,305,15.88767,74.46377
811,18,2,357,12.33312,76.63265
812,22,3,385,12.35701,76.64544
813,22,3,397,12.90385,77.53144
814,20,1,317,12.99382,77.6227
815,3,4,336,13.03834,77.56694
816,10,5,355,15.32936,75.06982
817,0,4,344,15.29711,75.16617
818,17,5,370,12.99317,77.59826
819,22,2,379,12.89235,77.63819
820,21,3,382,13.02288,77.62339
821,3,1,323,12.28231,76.57663
822,21,4,354,12.23274,76.61114
823,22,4,343,12.88983,74.80703
824,12,4,331,15.81001,74.43286
825,20,3,401,12.89442,77.66054
826,2,4,356,12.89499,77.63603
827,10,4,347,12.27592,76.66213
828,4,4,343,15.41473,75.16409
829,0,2,365,12.35543,76.64284
830,23,4,337,13.05032,77.66472
831,22,3,399,13.0076,77.56443
832,23,3,373,15.92454,74.44992
833,2,2,331,15.3822,75.11335
834,1,4,352,15.85816,74.44581
835,3,4,378,12.21647,76.69726
836,23,3,385,13.04074,77.54058
837,22,4,329,12.79923,74.86165
838,23,3,379,12.31267,76.71048
839,5,3,389,15.39767,75.19986
840,14,3,385,15.39539,75.1241
841,3,1,329,12.99339,77.63887
842,5,1,314,15.3002,75.1678
843,0,4,382,12.29364,76.63982
844,4,3,394,15.38499,75.14391
845,15,3,384,12.89635,77.55216
846,18,5,377,15.92772,74.43319
847,3,2,382,12.85871,74.85933
848,1,3,388,13.03129,77.6436
849,19,5,360,12.9765,77.66677
850,3,3,405,15.87534,74.4182
851,23,4,379,15.38178,75.10803
852,2,2,371,15.89528,74.53237
853,4,3,404,12.99762,77.55314
854,0,4,362,13.04024,77.56684
855,8,1,347,15.41199,75.09725
856,21,4,350,15.38744,75.1339
857,8,3,395,13.01009,77.66455
858,23,3,392,12.9015,77.6003
859,1,2,368,15.80524,74.48095
860,16,4,396,15.38093,75.06734
861,4,3,395,12.26244,76.71404
862,4,5,394,12.2938,76.62209
863,1,3,382,15.40593,75.10657
864,17,3,370,12.33616,76.65226
865,13,3,389,15.42825,75.07756
866,21,3,390,12.36786,76.62774
867,12,4,329,15.82386,74.48711
868,13,3,381,15.33313,75.13938
869,1,3,380,15.38587,75.11522
870,0,1,304,12.3097,76.71738
871,17,3,416,15.37613,75.05991
872,22,5,348,15.85553,74.54765
873,18,5,360,13.01208,77.66911
874,20,5,360,15.33499,75.05026
875,6,1,330,13.04839,77.59558
876,16,4,327,12.87546,74.82238
877,20,4,333,12.23164,76.69056
878,23,4,365,15.86439,74.46208
879,20,4,330,12.85805,74.91112
880,23,2,320,15.79595,74.54915
881,12,1,325,15.87914,74.48279
882,20,3,382,12.21738,76.61974
883,7,1,330,15.36933,75.15607
884,7,3,376,12.34477,76.66785
885,8,4,335,15.79458,74.43792
886,1,3,396,15.88279,74.447
887,12,3,380,12.95664,77.56464
888,18,1,319,13.01055,77.60327
889,18,4,342,15.78965,74.41992
890,15,4,326,15.86717,74.51488
891,23,5,364,12.81133,74.85653
892,1,5,386,12.30206,76.68203
893,4,3,378,15.80449,74.46647
894,0,1,314,12.88848,74.85257
895,3,3,391,12.97033,77.52816
896,23,4,359,12.86531,74.85989
897,19,4,330,12.85943,74.85748
898,19,4,352,15.33769,75.04906
899,4,5,352,15.39378,75.06439
900,22,4,356,12.91649,77.5946
901,11,3,392,12.86775,74.92174
902,2,4,349,12.82958,74.9313
903,21,4,333,15.87122,74.4544
904,5,4,331,15.78425,74.42585
905,17,3,386,12.90921,77.57277
906,2,1,314,12.99727,77.56606
907,7,3,393,12.80784,74.90703
908,20,2,348,15.86645,74.45582
909,19,1,335,15.77627,74.57263
910,2,5,367,15.31702,75.15932
911,23,3,377,15.91289,74.48946
912,20,2,379,12.25966,76.7142
913,4,5,368,15.85186,74.4297
914,9,4,337,12.81945,74.8256
915,21,3,393,12.32912,76.64774
916,22,4,381,12.83327,74.9265
917,1,3,395,15.88523,74.48303
918,6,4,347,12.37024,76.58768
919,0,2,366,15.80269,74.48845
920,18,3,398,12.23079,76.58844
921,10,4,367,12.93164,74.9308
922,0,4,351,15.88598,74.54698
923,18,3,396,12.91442,77.61498
924,4,4,365,12.91388,77.63615
925,0,1,321,13.02359,77.53105
926,20,4,354,15.34123,75.0899
927,20,3,368,15.78864,74.56543
928,2,4,362,12.28384,76.7023
929,18,3,373,12.91972,74.91381
930,22,3,408,15.40011,75.16969
931,3,4,354,12.8191,74.8616
932,21,3,415,15.8559,74.49652
933,19,4,381,12.94947,77.54712
934,22,5,396,12.35233,76.71489
935,19,3,385,12.33309,76.67078
936,23,5,354,15.79501,74.4412
937,5,4,340,15.40717,75.11916
938,4,1,340,12.35679,76.56454
939,4,2,359,12.8703,74.9135
940,10,1,317,15.80473,74.44709
941,13,5,355,15.34558,75.05275
942,1,2,336,12.91461,74.85368
943,22,4,344,12.87827,74.90214
944,19,3,369,13.01187,77.668
945,4,3,378,12.95677,77.63323
946,12,3,381,12.9174,77.62378
947,5,5,390,12.33077,76.71835
948,20,3,394,12.26233,76.65916
949,3,2,376,12.31625,76.639
950,0,3,379,15.31185,75.0913
951,13,3,391,15.44248,75.20056
952,2,3,416,12.85545,74.89915
953,20,4,336,12.95771,77.58661
954,21,5,345,12.23265,76.61953
955,0,3,388,12.96614,77.6174
956,3,3,381,12.2684,76.61017
957,3,4,380,15.92147,74.44098
958,23,4,351,13.03048,77.66702
959,20,5,366,12.90395,74.93941
960,18,3,405,15.43884,75.0915
961,7,3,406,15.43072,75.13525
962,18,4,337,15.8215,74.57552
963,0,3,402,13.04253,77.65176
964,20,3,394,12.32723,76.6833
965,16,1,315,12.83831,74.84911
966,1,2,330,15.44055,75.09773
967,12,3,429,15.41991,75.15417
968,0,1,340,12.99554,77.6132
969,20,2,348,15.89864,74.52453
970,22,1,337,15.3408,75.171
971,15,4,331,12.83232,74.93416
972,10,4,373,13.01808,77.64912
973,2,5,372,15.29295,75.19311
974,4,4,368,15.83968,74.43363
975,11,1,341,15.38532,75.13893
976,22,3,409,12.31731,76.68381
977,3,5,347,15.32638,75.05228
978,1,3,383,13.03995,77.53423
979,22,5,379,12.82328,74.81611
980,4,3,396,15.42705,75.14537
981,18,3,381,12.86743,74.89824
982,20,2,361,12.89529,77.59648
983,0,4,363,12.22915,76.67006
984,23,3,370,15.36673,75.10799
985,3,5,372,15.89233,74.46755
986,8,2,378,12.80721,74.86129
987,13,2,359,12.93209,77.58017
988,20,3,413,12.91654,74.85724
989,1,3,394,13.00173,77.62929
990,0,2,335,12.82395,74.83479
991,19,4,345,15.40569,75.09485
992,3,3,387,12.80908,74.87245
993,1,4,333,13.01693,77.60672
994,0,1,306,15.82368,74.4203
995,21,1,315,15.37373,75.09411
996,2,1,314,15.77439,74.42535
997,18,4,345,13.00746,77.64457
998,0,3,397,12.94429,77.61264
999,12,5,381,12.81368,74.89346
1000,21,4,347,15.36312,75.08889
